CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
641	867	13	0.7039	-98.109
659	793	13	0.7138	-27.995
696	793	13	0.8441	0.036
717	793	13	0.7093	0.036
778	793	13	0.7197	14.052
659	675	13	0.7472	-15.019
659	717	13	0.8002	-28.031
659	778	13	0.8283	-42.047
659	867	13	0.82	-70.078
675	717	13	0.8219	-13.013
717	778	13	0.8372	-14.016
717	867	13	0.8212	-42.047
675	867	13	0.8029	-55.060
683	867	13	0.7145	-42.047
696	867	13	0.7819	-42.047
778	867	13	0.8474	-28.031
804	867	13	0.719	-14.016
675	778	13	0.8033	-27.028
680	804	13	0.7173	-28.031
672	804	13	0.7088	-28.032
683	696	13	0.7686	0.000
696	804	13	0.7575	-28.031
683	778	13	0.7255	-14.016
778	804	13	0.7205	-14.016
683	804	13	0.7159	-28.031
415	632	14	0.8402	-58.042
6	624	15	0.9601	0.000
1296	1349	16	0.7444	37.730
1296	1297	16	0.7403	-0.998
309	328	17	0.7631	-55.033
309	345	17	0.7959	-111.068
309	346	17	0.7121	-110.567
309	369	17	0.7517	-166.101
328	369	17	0.7553	-111.068
345	369	17	0.7083	-55.033
346	369	17	0.7455	-55.534
328	346	17	0.7822	-55.534
345	346	17	0.7245	0.501
328	345	17	0.7124	-56.035
981	985	18	0.7333	44.026
985	989	18	0.7731	44.027
985	991	18	0.7446	88.053
988	989	18	0.7049	-88.053
989	991	18	0.7815	44.026
988	991	18	0.7479	-44.026
986	988	18	0.7955	-44.026
995	1142	19	0.7779	-74.037
1002	1142	19	0.7315	-28.031
1141	1142	19	0.8382	-46.006
1142	1151	19	0.7402	-1.996
995	1141	19	0.8767	-28.031
1029	1141	19	0.7563	-1.872
1040	1141	19	0.7514	-2.015
995	1029	19	0.7007	-26.159
1029	1040	19	0.8174	0.143
995	1040	19	0.7349	-26.016
960	1099	20	0.7893	-29.034
1083	1099	20	0.7623	-1.003
1095	1099	20	0.8169	-1.003
1099	1181	20	0.7667	-13.013
1099	1227	20	0.7206	-27.028
1219	1227	20	0.7987	0.000
848	1199	20	0.8653	-70.078
960	1199	20	0.8657	-41.044
1016	1199	20	0.9273	-28.031
1030	1199	20	0.8929	-28.031
1083	1199	20	0.7544	-13.012
1095	1199	20	0.815	-13.013
1115	1199	20	0.7751	-2.016
1178	1199	20	0.9054	0.000
1181	1199	20	0.8006	1.003
1199	1279	20	0.7433	-42.047
960	1227	20	0.7458	-56.062
1083	1227	20	0.8123	-28.031
1095	1227	20	0.7765	-28.031
1181	1227	20	0.7556	-14.015
848	1016	20	0.8796	-42.047
960	1016	20	0.8373	-13.012
1016	1030	20	0.9329	-0.000
1016	1083	20	0.7213	-15.019
1016	1095	20	0.8174	-15.018
1016	1115	20	0.8265	-26.016
1016	1178	20	0.8851	-28.031
1016	1181	20	0.8295	-29.035
1016	1279	20	0.7668	-70.078
1030	1115	20	0.8304	-26.016
1115	1178	20	0.8292	-2.016
848	1178	20	0.8709	-70.078
960	1178	20	0.8694	-41.044
1030	1178	20	0.843	-28.031
1083	1178	20	0.7412	-13.013
1095	1178	20	0.8003	-13.013
1100	1178	20	0.7412	-15.023
1178	1181	20	0.838	-1.003
848	960	20	0.8369	-29.034
960	1030	20	0.8338	-13.013
960	1083	20	0.8629	-28.031
960	1095	20	0.9479	-28.031
960	1181	20	0.9505	-42.047
