"feature_id","feature_id_full","feature_id_full_annotated","feature_mz","feature_rt","Pt_vs_wt_p_value","Pt_vs_wt_p_value_minus_log10","Pt_vs_wt_fold_change","Pt_vs_wt_fold_change_log2","sirius_name","sirius_chebiasciiname","sirius_chebiid","sirius_confidencescoreapproximate","sirius_confidencescoreexact","sirius_csi_fingeridscore","sirius_siriusscore","sirius_zodiacscore","sirius_inchi","sirius_inchikey2d","sirius_molecularformula","sirius_adduct","sirius_smiles","canopus_npc_pathway","canopus_npc_class","canopus_npc_superclass","met_annot_structure_exact_mass","met_annot_structure_inchi","met_annot_structure_inchikey","met_annot_short_inchikey","met_annot_structure_smiles","met_annot_structure_molecular_formula","met_annot_structure_nametraditional","met_annot_structure_wikidata","met_annot_structure_taxonomy_npclassifier_01pathway","met_annot_structure_taxonomy_npclassifier_02superclass","met_annot_structure_taxonomy_npclassifier_01pathway_consensus","met_annot_structure_taxonomy_npclassifier_02superclass_consensus","met_annot_structure_taxonomy_npclassifier_03class_consensus","met_annot_organism_name","met_annot_organism_taxonomy_01domain","met_annot_organism_taxonomy_02kingdom","met_annot_organism_taxonomy_03phylum","met_annot_organism_taxonomy_04class","met_annot_organism_taxonomy_05order","met_annot_organism_taxonomy_06family","met_annot_organism_taxonomy_07tribe","met_annot_organism_taxonomy_08genus","met_annot_organism_taxonomy_09species","met_annot_organism_taxonomy_10varietas","met_annot_organism_taxonomy_ottid","met_annot_organism_wikidata","met_annot_score_taxo","Pt","Pt.pval","wt","wt.pval","MeanDecreaseAccuracy","MeanDecreaseAccuracy.pval","MeanDecreaseGini","MeanDecreaseGini.pval"
666,"666_605.22_6.6","NA_[666_605.22_6.6]",605.220313215844,6.640428,0.00764313253987924,2.11672860923105,0.819256866747223,-0.287612234863424,"2-(4-{4-[(4-hydroxy-3,5-dimethoxyphenyl)methyl]-3-(hydroxymethyl)oxolan-2-yl}-2,6-dimethoxyphenoxy)-6-(hydroxymethyl)oxane-3,4,5-triol",NA,NA,0.051,0.018,-226.991,22.913,0.131,"InChI=1S/C28H38O13/c1-35-17-6-13(7-18(36-2)22(17)31)5-15-12-39-26(16(15)10-29)14-8-19(37-3)27(20(9-14)38-4)41-28-25(34)24(33)23(32)21(11-30)40-28/h6-9,15-16,21,23-26,28-34H,5,10-12H2,1-4H3","OSPNTYPNEPEMIS","C28H38O13","[M + Na]+","COC1=CC(=CC(=C1O)OC)CC2COC(C2CO)C3=CC(=C(C(=C3)OC)OC4C(C(C(C(O4)CO)O)O)O)OC","Shikimates and Phenylpropanoids","Secoiridoid monoterpenoids","Flavonoids","582.2312412759999","InChI=1S/C28H38O13/c1-36-16-7-13(8-17(37-2)22(16)31)20-15(11-40-28-26(35)25(34)23(32)19(10-30)41-28)14(9-29)5-12-6-18(38-3)24(33)27(39-4)21(12)20/h6-8,14-15,19-20,23,25-26,28-35H,5,9-11H2,1-4H3/t14-,15-,19+,20+,23+,25-,26+,28+/m0/s1","PQQRNPDHSJDAGV-HQSXISOASA-N","PQQRNPDHSJDAGV","COc1cc([C@H]2c3c(cc(OC)c(O)c3OC)C[C@@H](CO)[C@@H]2CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O","C28H38O13","(+)-lyoniresinol-3-alpha-O-beta-D-glucopyranoside","http://www.wikidata.org/entity/Q27135222","Shikimates and Phenylpropanoids","Lignans","Shikimates and Phenylpropanoids","Lignans","Arylnaphthalene and aryltetralin lignans","Lycium chinense","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Lycieae']","['Lycium']","['Lycium chinense']","nan","58730.0","http://www.wikidata.org/entity/Q141303",6,1.72300386905937,0.0718562874251497,1.37457856297529,0.119760479041916,1.67594568898395,0.0918163672654691,0.0651666666666667,0.409181636726547
667,"667_759.27_6.6","NA_[667_759.27_6.6]",759.267737580319,6.6413755,0.0175682380010699,1.75527179370022,1.33313290235081,0.414820612388469,"Streptovirudin A1",NA,NA,0.096,0.096,-447.229,12.779,0.108,"InChI=1S/C30H48N4O16/c1-11(2)5-4-6-16(38)32-19-23(43)20(40)14(47-29(19)50-28-18(31-12(3)36)22(42)21(41)15(10-35)48-28)9-13(37)26-24(44)25(45)27(49-26)34-8-7-17(39)33-30(34)46/h4,6,11,13-15,18-29,35,37,40-45H,5,7-10H2,1-3H3,(H,31,36)(H,32,38)(H,33,39,46)","VFVPUOZOQGGMBI","C30H48N4O16","[M + K]+","CC(C)CC=CC(=O)NC1C(C(C(OC1OC2C(C(C(C(O2)CO)O)O)NC(=O)C)CC(C3C(C(C(O3)N4CCC(=O)NC4=O)O)O)O)O)O","Carbohydrates","Pyrimidine nucleosides","Nucleosides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.193612774451098,1.00100150250438,0.209580838323353,1.00100150250438,0.183632734530938,0.05225,0.602794411177645
673,"673_545.36_6.6","NA_[673_545.36_6.6]",545.357364891445,6.6406174,0.00268446044203773,2.57114299137715,0.739597772766707,-0.435187214687255,"2-methyl-N-[3-[3-(6-methyl-5-oxohept-6-enoxy)-2-[(6-methyl-5-oxohept-6-enoxy)methyl]-2-(2-methylprop-2-enoylamino)propoxy]propyl]prop-2-enamide",NA,NA,0.1,0.1,-290.725,29.537,0.165,"InChI=1S/C31H50N2O7/c1-23(2)27(34)14-9-11-17-38-20-31(33-30(37)26(7)8,21-39-18-12-10-15-28(35)24(3)4)22-40-19-13-16-32-29(36)25(5)6/h1,3,5,7,9-22H2,2,4,6,8H3,(H,32,36)(H,33,37)","YVFGPOQVGSADLB","C31H50N2O7","[M - H2O + H]+","CC(=C)C(=O)CCCCOCC(COCCCCC(=O)C(=C)C)(COCCCNC(=O)C(=C)C)NC(=O)C(=C)C","Amino acids and Peptides","Open-chain polyketides","Linear polyketides","261.184112356","InChI=1S/C15H23N3O/c1-17(2)10-5-8-15(19)18-11-4-7-14(18)13-6-3-9-16-12-13/h3,6,9,12,14H,4-5,7-8,10-11H2,1-2H3","JSMLDRQMULJGNG-UHFFFAOYSA-N","JSMLDRQMULJGNG","CN(C)CCCC(=O)N1CCCC1c1cccnc1","C15H23N3O","4-(Dimethylamino)-1-(2-pyridin-3-ylpyrrolidin-1-yl)butan-1-one","http://www.wikidata.org/entity/Q115952393","Alkaloids","Nicotinic acid alkaloids","Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids","Nicotiana tabacum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Nicotianeae']","['Nicotiana']","['Nicotiana tabacum']","nan","222787.0","http://www.wikidata.org/entity/Q181095",8,2.59164351551127,0.0119760479041916,2.13372969738353,0.029940119760479,2.47202206739246,0.0219560878243513,0.143571428571429,0.0439121756487026
683,"683_750.45_6.7","NA_[683_750.45_6.7]",750.453143772481,6.6926594,0.0024289913266077,2.61457403596191,0.713515948294705,-0.486982418138616,"N-[(R)-3,7-Dimethyloctyl]-N',N''-bis[2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethyl]-1,3,5-benzenetricarboxamide",NA,NA,0.008,0.008,-374.591,49.352,0.98,"InChI=1S/C37H65N3O11/c1-30(2)7-6-8-31(3)9-10-38-35(41)32-27-33(36(42)39-11-13-46-19-21-50-25-23-48-17-15-44-4)29-34(28-32)37(43)40-12-14-47-20-22-51-26-24-49-18-16-45-5/h27-31H,6-26H2,1-5H3,(H,38,41)(H,39,42)(H,40,43)","FUIMIOFLIRZCJH","C37H65N3O11","[M + Na]+","CC(C)CCCC(C)CCNC(=O)C1=CC(=CC(=C1)C(=O)NCCOCCOCCOCCOC)C(=O)NCCOCCOCCOCCOC","Amino acids and Peptides","Microcolins and mirabimids","Oligopeptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.229540918163673,0,0.493013972055888,1.00100150250438,0.201596806387226,0.02425,0.764471057884232
687,"687_605.22_6.7","Mirubactin_[687_605.22_6.7]",605.220353240897,6.745613,0.0320033993967307,1.49480388852913,0.779507534884861,-0.359365126501206,"Mirubactin","Mirubactin","CHEBI:218566",0.11,0.11,-457.247,40.05,0.29,"InChI=1S/C26H32N6O11/c27-26(28)29-11-3-7-16(30-22(38)14-5-1-9-18(34)20(14)36)23(39)31-17(24(40)41)8-4-12-32(13-33)43-25(42)15-6-2-10-19(35)21(15)37/h1-2,5-6,9-10,13,16-17,34-37H,3-4,7-8,11-12H2,(H,30,38)(H,31,39)(H,40,41)(H4,27,28,29)","JANBVBCLMZUUHR","C26H32N6O11","[M + H]+","C1=CC(=C(C(=C1)O)O)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN(C=O)OC(=O)C2=C(C(=CC=C2)O)O)C(=O)O","Amino acids and Peptides","Linear peptides","Oligopeptides","582.2312412759999","InChI=1S/C28H38O13/c1-36-16-7-13(8-17(37-2)22(16)31)20-15(11-40-28-26(35)25(34)23(32)19(10-30)41-28)14(9-29)5-12-6-18(38-3)24(33)27(39-4)21(12)20/h6-8,14-15,19-20,23,25-26,28-35H,5,9-11H2,1-4H3/t14-,15-,19+,20+,23+,25-,26+,28+/m0/s1","PQQRNPDHSJDAGV-HQSXISOASA-N","PQQRNPDHSJDAGV","COc1cc([C@H]2c3c(cc(OC)c(O)c3OC)C[C@@H](CO)[C@@H]2CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O","C28H38O13","(+)-lyoniresinol-3-alpha-O-beta-D-glucopyranoside","http://www.wikidata.org/entity/Q27135222","Shikimates and Phenylpropanoids","Lignans","Shikimates and Phenylpropanoids","Lignans","Arylnaphthalene and aryltetralin lignans","Lycium chinense","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Lycieae']","['Lycium']","['Lycium chinense']","nan","58730.0","http://www.wikidata.org/entity/Q141303",6,1.00100150250438,0.199600798403194,1.00100150250438,0.201596806387226,1.00100150250438,0.203592814371257,0.015,0.828343313373254
690,"690_183.09_6.8","D-altritol_[690_183.09_6.8]",183.086337777715,6.7560463,0.012362073782629,1.90790866866419,0.817522713070336,-0.290669281611518,"G-Ol","D-altritol","CHEBI:134311",0.302,0.302,-43.64,18.999,1,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2","FBPFZTCFMRRESA","C6H14O6","[M + H]+","C(C(C(C(C(CO)O)O)O)O)O","Fatty acids","Fatty alcohols","Fatty acyls","182.079038168|150.05282342|150.05282342","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1|InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4-,5+/m1/s1|InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4+,5-/m1/s1","FBPFZTCFMRRESA-KVTDHHQDSA-N|PYMYPHUHKUWMLA-WDCZJNDASA-N|SRBFZHDQGSBBOR-SQOUGZDYSA-N","FBPFZTCFMRRESA|PYMYPHUHKUWMLA|SRBFZHDQGSBBOR","OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO|O=C[C@@H](O)[C@H](O)[C@H](O)CO|O[C@H]1[C@H](O)[C@H](O)OC[C@H]1O","C6H14O6|C5H10O5|C5H10O5","Mannitol|(2S,3R,4R)-2,3,4,5-tetrahydroxypentanal|beta-D-Arabinopyranose","http://www.wikidata.org/entity/Q407646|http://www.wikidata.org/entity/Q63398845|http://www.wikidata.org/entity/Q27120750","Carbohydrates|Carbohydrates|Carbohydrates","Saccharides|Saccharides|Saccharides","Carbohydrates","Saccharides","Monosaccharides","Nierembergia linariifolia|Solanum lycopersicum|Capsicum annuum","['Eukaryota']|['Eukaryota']|['Eukaryota']","['Archaeplastida']|['Archaeplastida']|['Archaeplastida']","['Streptophyta']|['Streptophyta']|['Streptophyta']","['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']","['Solanales']|['Solanales']|['Solanales']","['Solanaceae']|['Solanaceae']|['Solanaceae']","['Unknown']|['Solaneae']|['Capsiceae']","['Nierembergia']|['Solanum']|['Capsicum']","['Nierembergia linariifolia']|['Solanum lycopersicum']|['Capsicum annuum']","nan|nan|nan","474441.0|378964.0|473836.0","http://www.wikidata.org/entity/Q2245583|http://www.wikidata.org/entity/Q23501|http://www.wikidata.org/entity/Q1380",NA,2.12347602329472,0.0419161676646707,2.38929674141367,0.0159680638722555,2.44204543582019,0.0279441117764471,0.136822510822511,0.06187624750499
691,"691_367.12_6.8","NA_[691_367.12_6.8]",367.1211165921,6.757423,0.0139753702906665,1.85463667624564,0.820968451700154,-0.28460131192234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.200008000480032,0.383233532934132,1.00100150250438,0.207584830339321,0.359954504625741,0.333333333333333,0.0193055555555556,0.918163672654691
695,"695_365.11_6.9","sucrose_[695_365.11_6.9]",365.106361294218,6.8684006,0.00912234722677206,2.03989340109299,0.814995325641557,-0.295136310013689,"Sucrose","sucrose","CHEBI:17992",0.425,0.425,-36.507,16.937,0.267,"InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2","CZMRCDWAGMRECN","C12H22O11","[M + Na]+","C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O","Carbohydrates","Disaccharides","Saccharides","342.116211524","InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1","CZMRCDWAGMRECN-UGDNZRGBSA-N","CZMRCDWAGMRECN","OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O","C12H22O11","Sucrose","http://www.wikidata.org/entity/Q4027534","Carbohydrates","Saccharides","Carbohydrates","Saccharides","Disaccharides","Nicotiana tabacum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Nicotianeae']","['Nicotiana']","['Nicotiana tabacum']","nan","222787.0","http://www.wikidata.org/entity/Q181095",8,2.76059886081896,0.0159680638722555,2.14793159805947,0.0259481037924152,2.69711918741648,0.0179640718562874,0.0959714285714286,0.145708582834331
697,"697_627.2_6.9","Mirubactin_[697_627.2_6.9]",627.20245983262,6.888576,0.0247559878111569,1.60631973980814,0.788007824659341,-0.343718139645835,"Mirubactin","Mirubactin","CHEBI:218566",-Inf,-Inf,-464.587,36.065,0.999,"InChI=1S/C26H32N6O11/c27-26(28)29-11-3-7-16(30-22(38)14-5-1-9-18(34)20(14)36)23(39)31-17(24(40)41)8-4-12-32(13-33)43-25(42)15-6-2-10-19(35)21(15)37/h1-2,5-6,9-10,13,16-17,34-37H,3-4,7-8,11-12H2,(H,30,38)(H,31,39)(H,40,41)(H4,27,28,29)","JANBVBCLMZUUHR","C26H32N6O11","[M + Na]+","C1=CC(=C(C(=C1)O)O)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN(C=O)OC(=O)C2=C(C(=CC=C2)O)O)C(=O)O","Amino acids and Peptides","Linear peptides","Oligopeptides","582.2312412759999","InChI=1S/C28H38O13/c1-36-16-7-13(8-17(37-2)22(16)31)20-15(11-40-28-26(35)25(34)23(32)19(10-30)41-28)14(9-29)5-12-6-18(38-3)24(33)27(39-4)21(12)20/h6-8,14-15,19-20,23,25-26,28-35H,5,9-11H2,1-4H3/t14-,15-,19+,20+,23+,25-,26+,28+/m0/s1","PQQRNPDHSJDAGV-HQSXISOASA-N","PQQRNPDHSJDAGV","COc1cc([C@H]2c3c(cc(OC)c(O)c3OC)C[C@@H](CO)[C@@H]2CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O","C28H38O13","(+)-lyoniresinol-3-alpha-O-beta-D-glucopyranoside","http://www.wikidata.org/entity/Q27135222","Shikimates and Phenylpropanoids","Lignans","Shikimates and Phenylpropanoids","Lignans","Arylnaphthalene and aryltetralin lignans","Lycium chinense","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Lycieae']","['Lycium']","['Lycium chinense']","nan","58730.0","http://www.wikidata.org/entity/Q141303",6,1.00100150250438,0.217564870259481,1.00100150250438,0.233532934131737,1.00100150250438,0.201596806387226,0.0649722222222222,0.331337325349301
698,"698_545.36_6.9","NA_[698_545.36_6.9]",545.357629111907,6.879472,0.00743327315340924,2.12881990771385,0.703429230705419,-0.507522808093692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"261.184112356","InChI=1S/C15H23N3O/c1-17(2)10-5-8-15(19)18-11-4-7-14(18)13-6-3-9-16-12-13/h3,6,9,12,14H,4-5,7-8,10-11H2,1-2H3","JSMLDRQMULJGNG-UHFFFAOYSA-N","JSMLDRQMULJGNG","CN(C)CCCC(=O)N1CCCC1c1cccnc1","C15H23N3O","4-(Dimethylamino)-1-(2-pyridin-3-ylpyrrolidin-1-yl)butan-1-one","http://www.wikidata.org/entity/Q115952393","Alkaloids","Nicotinic acid alkaloids","Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids","Nicotiana tabacum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Nicotianeae']","['Nicotiana']","['Nicotiana tabacum']","nan","222787.0","http://www.wikidata.org/entity/Q181095",8,0.242549893096765,0.273453093812375,1.38942503594182,0.0738522954091816,0.837395884141795,0.18562874251497,0.0834,0.127744510978044
700,"700_605.22_6.9","NA_[700_605.22_6.9]",605.220544657533,6.8890276,0.0232909011644877,1.63281370754978,0.816006606378768,-0.293347262603207,"2-(4-{4-[(4-hydroxy-3,5-dimethoxyphenyl)methyl]-3-(hydroxymethyl)oxolan-2-yl}-2,6-dimethoxyphenoxy)-6-(hydroxymethyl)oxane-3,4,5-triol",NA,NA,0.049,0.015,-237.021,27.893,0.111,"InChI=1S/C28H38O13/c1-35-17-6-13(7-18(36-2)22(17)31)5-15-12-39-26(16(15)10-29)14-8-19(37-3)27(20(9-14)38-4)41-28-25(34)24(33)23(32)21(11-30)40-28/h6-9,15-16,21,23-26,28-34H,5,10-12H2,1-4H3","OSPNTYPNEPEMIS","C28H38O13","[M + Na]+","COC1=CC(=CC(=C1O)OC)CC2COC(C2CO)C3=CC(=C(C(=C3)OC)OC4C(C(C(C(O4)CO)O)O)O)OC","Terpenoids","Secoiridoid monoterpenoids","Monoterpenoids","582.2312412759999","InChI=1S/C28H38O13/c1-36-16-7-13(8-17(37-2)22(16)31)20-15(11-40-28-26(35)25(34)23(32)19(10-30)41-28)14(9-29)5-12-6-18(38-3)24(33)27(39-4)21(12)20/h6-8,14-15,19-20,23,25-26,28-35H,5,9-11H2,1-4H3/t14-,15-,19+,20+,23+,25-,26+,28+/m0/s1","PQQRNPDHSJDAGV-HQSXISOASA-N","PQQRNPDHSJDAGV","COc1cc([C@H]2c3c(cc(OC)c(O)c3OC)C[C@@H](CO)[C@@H]2CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O","C28H38O13","(+)-lyoniresinol-3-alpha-O-beta-D-glucopyranoside","http://www.wikidata.org/entity/Q27135222","Shikimates and Phenylpropanoids","Lignans","Shikimates and Phenylpropanoids","Lignans","Arylnaphthalene and aryltetralin lignans","Lycium chinense","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Lycieae']","['Lycium']","['Lycium chinense']","nan","58730.0","http://www.wikidata.org/entity/Q141303",6,0,0.49500998003992,0,0.510978043912176,0,0.431137724550898,0.02215,0.834331337325349
702,"702_367.12_6.9","NA_[702_367.12_6.9]",367.121277322505,6.894228,0.0395044440496082,1.40335404569863,0.851176287012477,-0.232470135643698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"288.099773612","InChI=1S/C16H16O5/c1-20-10-3-5-11(14(18)7-10)13-8-21-15-6-9(17)2-4-12(15)16(13)19/h2-7,13,16-19H,8H2,1H3/t13-,16+/m0/s1","YZBBUYKPTHDZHF-XJKSGUPXSA-N","YZBBUYKPTHDZHF","COc1ccc([C@@H]2COc3cc(O)ccc3[C@H]2O)c(O)c1","C16H16O5","(3R,4S)-3-(2-hydroxy-4-methoxyphenyl)-3,4-dihydro-2H-chromene-4,7-diol","http://www.wikidata.org/entity/Q105369099","Shikimates and Phenylpropanoids","Isoflavonoids","Shikimates and Phenylpropanoids","Isoflavonoids","Pterocarpan","Solanum lyratum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Solaneae']","['Solanum']","['Solanum lyratum']","nan","693272.0","http://www.wikidata.org/entity/Q5769249",6,0,0.439121756487026,0,0.421157684630739,0,0.367265469061876,0,1
703,"703_383.1_6.9","2-O-(alpha-D-Manp)-D-Man-OH_[703_383.1_6.9]",383.095028348714,6.894228,0.0480556740468384,1.31825532679359,0.862823242560983,-0.212863054833333,"5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}hexane-1,2,3,4,6-pentol","2-O-(alpha-D-Manp)-D-Man-OH","CHEBI:146940",0.353,0.258,-63.259,28.994,0.026,"InChI=1S/C12H24O11/c13-1-4(16)7(17)8(18)5(2-14)22-12-11(21)10(20)9(19)6(3-15)23-12/h4-21H,1-3H2","LSRAJKPAPWYOQO","C12H24O11","[M + K]+","C(C1C(C(C(C(O1)OC(CO)C(C(C(CO)O)O)O)O)O)O)O","Carbohydrates","Disaccharides","Saccharides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.465069860279441,0,0.459081836327345,0,0.405189620758483,0,1
704,"704_362.17_6.9","NA_[704_362.17_6.9]",362.16654144412,6.894748,0.0367982399691695,1.43417295279271,0.841707714779799,-0.248608754284182,"7-propyl-9-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]-3H-purine-2,6,8-trione",NA,NA,0.355,0.355,-120.739,133.155,0.319,"InChI=1S/C13H20N4O7/c1-2-3-16-8-10(14-12(23)15-11(8)22)17(13(16)24)4-6(19)9(21)7(20)5-18/h6-7,9,18-21H,2-5H2,1H3,(H2,14,15,22,23)","VJQJDBABJHUNLH","C13H20N4O7","[M + H3N + H]+","CCCN1C2=C(NC(=O)NC2=O)N(C1=O)CC(C(C(CO)O)O)O","Carbohydrates","Purine nucleosides","Nucleosides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.491017964071856,0,0.463073852295409,0,0.409181636726547,0.01575,0.952095808383233
707,"707_183.09_6.9","D-altritol_[707_183.09_6.9]",183.086364287374,6.8952804,0.0423444370785538,1.37320363621345,0.843114431513293,-0.246199640976404,"G-Ol","D-altritol","CHEBI:134311",0.794,0.794,-6.698,137.529,1,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2","FBPFZTCFMRRESA","C6H14O6","[M + H]+","C(C(C(C(C(CO)O)O)O)O)O","Fatty acids","Fatty alcohols","Fatty acyls","182.079038168|150.05282342|150.05282342","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1|InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4-,5+/m1/s1|InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4+,5-/m1/s1","FBPFZTCFMRRESA-KVTDHHQDSA-N|PYMYPHUHKUWMLA-WDCZJNDASA-N|SRBFZHDQGSBBOR-SQOUGZDYSA-N","FBPFZTCFMRRESA|PYMYPHUHKUWMLA|SRBFZHDQGSBBOR","OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO|O=C[C@@H](O)[C@H](O)[C@H](O)CO|O[C@H]1[C@H](O)[C@H](O)OC[C@H]1O","C6H14O6|C5H10O5|C5H10O5","Mannitol|(2S,3R,4R)-2,3,4,5-tetrahydroxypentanal|beta-D-Arabinopyranose","http://www.wikidata.org/entity/Q407646|http://www.wikidata.org/entity/Q63398845|http://www.wikidata.org/entity/Q27120750","Carbohydrates|Carbohydrates|Carbohydrates","Saccharides|Saccharides|Saccharides","Carbohydrates","Saccharides","Monosaccharides","Nierembergia linariifolia|Solanum lycopersicum|Capsicum annuum","['Eukaryota']|['Eukaryota']|['Eukaryota']","['Archaeplastida']|['Archaeplastida']|['Archaeplastida']","['Streptophyta']|['Streptophyta']|['Streptophyta']","['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']","['Solanales']|['Solanales']|['Solanales']","['Solanaceae']|['Solanaceae']|['Solanaceae']","['Unknown']|['Solaneae']|['Capsiceae']","['Nierembergia']|['Solanum']|['Capsicum']","['Nierembergia linariifolia']|['Solanum lycopersicum']|['Capsicum annuum']","nan|nan|nan","474441.0|378964.0|473836.0","http://www.wikidata.org/entity/Q2245583|http://www.wikidata.org/entity/Q23501|http://www.wikidata.org/entity/Q1380",NA,0,0.508982035928144,0,0.489021956087824,0,0.435129740518962,0,1
708,"708_711.25_6.9","NA_[708_711.25_6.9]",711.253677345421,6.894291,0.0220815799135267,1.65596985652348,0.799868092132975,-0.322165993032813,"3-[2,2-diamino-1-(6-{[14,15-dimethoxy-3-({1H,5H-pyrrolo[3,4-b]pyrrol-5-yl}methyl)-8,17-dioxatetracyclo[8.7.0.0²,⁷.0¹¹,¹⁶]heptadeca-2,4,6,11(16),12,14-hexaen-5-yl]oxy}-3,4,5-trihydroxyoxan-2-yl)ethoxy]-3-oxopropanoic acid",NA,NA,0.047,0.047,-584.343,29.06,0.05,"InChI=1S/C34H38N4O13/c1-45-20-4-3-17-18-13-47-21-8-16(48-34-27(44)25(42)26(43)31(51-34)32(33(35)36)49-23(41)9-22(39)40)7-15(11-38-10-14-5-6-37-19(14)12-38)24(21)28(18)50-29(17)30(20)46-2/h3-8,10,12,18,25-28,31-34,37,42-44H,9,11,13,35-36H2,1-2H3,(H,39,40)","JFNYSUCWSKPXNW","C34H38N4O13","[M + H]+","COC1=C(C2=C(C=C1)C3COC4=CC(=CC(=C4C3O2)CN5C=C6C=CNC6=C5)OC7C(C(C(C(O7)C(C(N)N)OC(=O)CC(=O)O)O)O)O)OC","Amino acids and Peptides","Cyclic peptides","Oligopeptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.463073852295409,1.00100150250438,0.183632734530938,1.00100150250438,0.177644710578842,0.01225,0.952095808383233
